"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT13","WT14","WT16","WT21"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-07","8.50","0.00",,,,"67","60","    1",,,,,,,,"    1",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-08","7.83","0.00",,,,"65","60","    1",,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-09","6.26","0.00",,,,"67","60","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-10","5.82","0.00",,,,"69","61","    1",,,,"    1","    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-11","6.71","0.00",,,,"70","62","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-12","10.29","0.00",,,,"68","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-13","8.50","0.00",,,,"74","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-14","6.93","0.00",,,,"79","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-15","8.05","0.00",,,,"78","66",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-16","7.16","0.00",,,,"79","64",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-17","7.16","0.00",,,,"76","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-18","5.82","0.00",,,,"74","65",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-19","7.83","0.00",,,,"75","63","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-20","6.71","0.00",,,,"71","61","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-21","6.93","0.00",,,,"70","62","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-22","6.71","0.00",,,,"70","63","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-23","9.40","0.00",,,,"68","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-24","9.17","0.00",,,,"68","59",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-25","8.50","0.00",,,,"69","61",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-26","8.05","0.00",,,,"69","60",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-27","7.83","0.00",,,,"67","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-28","9.62","0.00",,,,"68","59",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-29","8.50","0.00",,,,"70","59",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-30","6.93","0.00",,,,"68","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-07-31","5.82","0.00",,,,"71","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-01","7.38","0.00",,,,"70","57","    1","    1",,,"    1","    1","    1",,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-02","6.93","0.00",,,,"67","58","    1","    1",,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-03","6.93","0.00",,,,"67","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-04","6.71","0.00",,,,"69","58","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-05","6.93","0.00",,,,"69","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-06","7.16","0.00",,,,"69","59",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-07","7.61","0.00",,,,"69","59",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-08","7.38","0.00",,,,"70","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-09","8.50","0.00",,,,"68","59",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-10","8.05","0.00",,,,"70","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-11","8.50","0.00",,,,"70","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-12","7.61","0.00",,,,"69","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-13","8.72","0.00",,,,"67","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-14","7.83","0.00",,,,"67","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-15","6.93","0.00",,,,"68","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-16","6.04","0.00",,,,"68","60","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-17","6.71","0.00",,,,"76","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-18","7.83","0.00",,,,"80","65",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-19","7.38","0.00",,,,"76","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-20","7.61","0.00",,,,"73","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-21","7.61","0.00",,,,"71","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-22","6.49","0.00",,,,"80","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-23","5.37","0.00",,,,"83","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-24","7.61","0.00",,,,"79","65","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-25","8.50","0.00",,,,"73","63","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-26","8.50","0.00",,,,"70","61","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-27","6.71","0.00",,,,"69","60","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-28","8.28","0.00",,,,"70","62",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-29","7.83","0.00",,,,"71","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-30","6.26","0.00",,,,"71","58",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-08-31","6.49","0.00",,,,"73","61","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-01","7.61","0.00",,,,"67","58","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-02","7.61","0.00",,,,"66","58","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-03","6.49","0.00",,,,"66","57","    1","    1",,,,"    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-04","6.26","0.00",,,,"74","56","    1","    1",,,,"    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-05","6.26","0.00",,,,"71","59","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-06","6.71","0.00",,,,"73","62",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-07","5.59","0.00",,,,"69","63",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-08","8.95","0.00",,,,"68","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-09","7.61","0.00",,,,"71","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-10","6.71","0.00",,,,"70","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-11","8.95","0.00",,,,"64","57","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-12","6.71","0.00",,,,"65","57","    1","    1",,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-13","7.83","0.00",,,,"68","58","    1","    1",,,,,"    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-14","6.71","0.00",,,,"73","59","    1",,,,,"    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-15","6.71","0.00",,,,"68","57","    1","    1",,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-16","5.82","0.00",,,,"66","56","    1","    1",,,,,"    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-17","6.49","0.00",,,,"69","57","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-18","5.59","0.00",,,,"68","59","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-19","6.49","0.00",,,,"70","57","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-20","5.14","0.00",,,,"69","60","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-21","6.04","0.00",,,,"68","61","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-22","8.95","0.00",,,,"70","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-23","6.93","0.00",,,,"74","57",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-24","5.82","0.00",,,,"77","61",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-25","5.14","0.00",,,,"84","63",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-26","4.92","0.00",,,,"87","63",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-27","6.26","0.00",,,,"105","70",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-28","6.49","0.00",,,,"94","72",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-29","5.82","0.00",,,,"82","68","    1",,"    1",,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-09-30","7.16","0.00",,,,"81","64","    1","    1","    1",,,,"    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-01","5.59","0.00",,,,"76","66","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-02","5.82","0.00",,,,"80","64",,,,,"    1","    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-03","6.71","0.00",,,,"71","63","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-04","8.50","0.05",,,,"64","59","    1",,,"    1","    1","    1",,"    1","    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-05","6.71","0.07",,,,"66","59",,,,"    1",,,,,"    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-06","6.04","0.62",,,,"66","59","    1",,,"    1",,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-07","7.16","0.00",,,,"69","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-08","4.70","0.00",,,,"72","56",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-09","5.37","0.00",,,,"76","59",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-10","4.92","0.00",,,,"79","61",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-11","6.49","0.00",,,,"81","63","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-12","6.49","0.00",,,,"71","63","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-13","6.49","0.00",,,,"68","61","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-14","5.14","0.00",,,,"69","62","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-15","5.37","0.00",,,,"66","63","    1",,,,"    1","    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-16","4.92","0.00",,,,"65","62","    1",,,"    1","    1","    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-17","4.47","0.05",,,,"64","60","    1",,,"    1",,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-18","3.80","0.00",,,,"67","62",,,,,"    1","    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-19","6.49","0.12",,,,"69","62",,,"    1","    1",,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-20","7.16","0.10",,,,"66","61","    1",,,"    1","    1","    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-21","10.51","0.00",,,,"66","62",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-22","8.50","0.00",,,,"67","61",,,,,,,,,"    1","    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-23","6.93","0.01",,,,"68","60","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-24","5.14","0.10",,,,"68","58","    1",,,"    1",,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-25","10.07","0.08",,,,"75","62","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-26","8.28","0.00",,,,"70","57",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-27","5.59","0.00",,,,"84","55",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-28","6.49","0.00",,,,"83","60",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-29","4.47","0.00",,,,"78","57",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-30","8.28","0.36",,,,"66","58","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-10-31","5.14","0.00",,,,"66","54",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-01","3.36","0.00",,,,"77","56",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-02","4.92","0.00",,,,"89","59",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-03","5.14","0.00",,,,"98","65","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-04","4.92","0.00",,,,"96","69",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-05","4.92","0.00",,,,"87","65",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-06","8.05","0.00",,,,"70","62","    1",,,,,,,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-07","6.49","0.00",,,,"67","58","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-08","11.18","0.31",,,,"69","57","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-09","6.49","0.00",,,,"67","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-10","6.49","0.00",,,,"64","50",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-11","5.14","0.00",,,,"77","50","    1",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-12","4.03","0.00",,,,"75","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-13","4.70","0.00",,,,"78","54",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-14","4.25","0.00",,,,"78","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-15","4.92","0.00",,,,"75","54","    1",,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-16","4.03","0.00",,,,"66","51","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-17","4.92","0.00",,,,"65","56","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-18","6.93","0.00",,,,"64","55","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-19","3.80","0.00",,,,"62","58",,,,,,,,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-20","9.17","0.03",,,,"63","54","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-21","13.87","0.16",,,,"61","51","    1",,,"    1",,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-22","6.04","0.00",,,,"60","45",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-23","10.96","0.04",,,,"60","47","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-24","8.05","0.00",,,,"60","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-25","4.70","0.00",,,,"62","42",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-26","6.26","0.00",,,,"68","45",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-27","8.05","0.05",,,,"61","42","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-28","9.17","0.00",,,,"60","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-29","5.82","0.00",,,,"62","43",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-11-30","4.70","0.00",,,,"68","42",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-01","5.37","0.00",,,,"69","49",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-02","4.03","0.00",,,,"71","47",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-03","4.47","0.00",,,,"69","49","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-04","5.59","0.00",,,,"64","52","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-05","4.70","0.28",,,,"68","51","    1",,,"    1","    1","    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-06","4.47","0.03",,,,"64","52","    1",,,"    1",,,"    1",,,"    1","    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-07","4.47","0.00",,,,"74","48","    1","    1",,,,,"    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-08","4.47","0.00",,,,"69","48",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-09","3.58","0.00",,,,"65","50","    1",,,,"    1","    1",,"    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-10","5.14","0.00",,,,"68","52","    1","    1",,,,,"    1","    1",,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-11","5.37","0.00",,,,"72","54","    1","    1",,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-12","5.14","0.00",,,,"83","67",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-13","5.82","0.00",,,,"78","53","    1","    1",,,,,"    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-14","3.58","0.00",,,,"59","53","    1","    1",,,"    1","    1","    1","    1",,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-15","6.04","0.00",,,,"60","55","    1",,,"    1","    1","    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-16","5.82","0.01",,,,"61","54",,,,"    1",,"    1",,,,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-17","9.84","0.48",,,,"58","53","    1",,,"    1",,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-18","6.71","1.40",,,,"62","57","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-19","11.41","2.23",,,,"63","57","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-20","7.61","1.17",,,,"62","55","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-21","6.26","0.72",,,,"58","53","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-22","7.83","1.36",,,,"62","54","    1",,,"    1",,"    1",,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-23","5.14","0.00",,,,"63","52",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-24","5.59","0.00",,,,"66","49","    1",,,,,,,,,,"    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-25","4.92","0.49",,,,"61","47","    1",,,"    1","    1","    1",,"    1",,"    1","    1"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-26","8.72","0.06",,,,"66","51","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-27","2.91","0.00",,,,"64","45",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-28","4.03","0.00",,,,"66","47",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-29","9.17","0.60",,,,"58","50","    1",,,"    1",,,,"    1",,"    1",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2010-12-30","10.07","0.00",,,,"56","47",,,,,,,,,,,
