STATE,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Montana,2013,46,0.295334,5,7,1693
Nebraska,2013,46,0.953107,25,16,2623
Nevada,2013,46,0.93076,164,39,17620
New Hampshire,2013,46,0.191083,9,28,4710
New Jersey,2013,46,1.5635,195,27,12472
New Mexico,2013,46,2.3425,248,28,10587
New York,2013,46,0.809817,130,143,16053
North Carolina,2013,46,0.990508,168,55,16961
North Dakota,2013,46,0.0694927,1,11,1439
Ohio,2013,46,0.71213,118,47,16570
Oklahoma,2013,46,3.42067,141,20,4122
Oregon,2013,46,0.484914,18,18,3712
Pennsylvania,2013,46,0.887462,141,49,15888
Rhode Island,2013,46,0.111803,7,20,6261
South Carolina,2013,46,0.322779,21,15,6506
South Dakota,2013,46,1.10861,64,24,5773
Tennessee,2013,46,0.492741,56,55,11365
Texas,2013,46,3.57321,1649,124,46149
Utah,2013,46,1.16391,376,43,32305
Vermont,2013,46,1.87949,68,11,3618
Virginia,2013,46,1.57625,1107,107,70230
Washington,2013,46,0.43734,29,16,6631
West Virginia,2013,46,0.906949,127,43,14003
Wisconsin,2013,46,0.802139,36,34,4488
Wyoming,2013,46,0.373648,19,24,5085
Puerto Rico,2013,46,2.81294,20,1,711
Virgin Islands,2013,46,0.831025,3,1,361
New York City,2013,46,1.95433,1787,71,91438
Alabama,2013,47,3.76957,585,32,15519
Alaska,2013,47,0.439883,9,9,2046
Arizona,2013,47,1.31731,377,62,28619
Arkansas,2013,47,2.06209,91,17,4413
California,2013,47,2.13404,868,138,40674
Colorado,2013,47,0.754498,169,9,22399
Connecticut,2013,47,0.666667,21,19,3150
Delaware,2013,47,0.840598,27,13,3212
District of Columbia,2013,47,8.19936,153,3,1866
Florida,2013,47,X,X,X,X
Georgia,2013,47,1.99441,742,38,37204
Hawaii,2013,47,2.53583,46,19,1814
Idaho,2013,47,0.996678,21,7,2107
Illinois,2013,47,1.93023,1095,104,56729
Indiana,2013,47,1.02115,98,39,9597
Iowa,2013,47,0.22015,72,20,32705
Kansas,2013,47,1.29288,98,35,7580
Kentucky,2013,47,0.304366,67,16,22013
Louisiana,2013,47,2.83947,886,51,31203
Maine,2013,47,0.418493,21,26,5018
Maryland,2013,47,0.886032,102,20,11512
Massachusetts,2013,47,0.808617,250,56,30917
Michigan,2013,47,1.4711,213,49,14479
Minnesota,2013,47,0.376189,17,17,4519
Mississippi,2013,47,5.14072,948,43,18441
Missouri,2013,47,1.4448,103,20,7129
Montana,2013,47,0.22409,4,7,1785
Nebraska,2013,47,0.679456,17,16,2502
Nevada,2013,47,1.0488,193,43,18402
New Hampshire,2013,47,0.216068,11,29,5091
New Jersey,2013,47,1.99283,178,26,8932
New Mexico,2013,47,2.41625,264,28,10926
New York,2013,47,0.915243,142,143,15515
North Carolina,2013,47,0.87001,153,54,17586
North Dakota,2013,47,0.257235,4,12,1555
Ohio,2013,47,0.683909,110,46,16084
Oklahoma,2013,47,3.03972,137,20,4507
Oregon,2013,47,0.496689,18,16,3624
Pennsylvania,2013,47,0.725484,118,50,16265
Rhode Island,2013,47,0.266469,18,20,6755
South Carolina,2013,47,1.0033,70,16,6977
South Dakota,2013,47,0.879909,54,24,6137
Tennessee,2013,47,0.869565,94,52,10810
Texas,2013,47,4.24138,1975,120,46565
Utah,2013,47,1.80261,682,44,37834
Vermont,2013,47,1.89911,64,10,3370
Virginia,2013,47,1.72339,1235,107,71661
Washington,2013,47,0.334935,23,16,6867
West Virginia,2013,47,0.650195,85,42,13073
Wisconsin,2013,47,1.1101,49,34,4414
Wyoming,2013,47,0.76438,40,23,5233
Puerto Rico,2013,47,3.97059,27,1,680
Virgin Islands,2013,47,0.755668,3,1,397
New York City,2013,47,2.06103,1927,71,93497
Alabama,2013,48,3.86408,398,31,10300
Alaska,2013,48,0.321543,6,9,1866
Arizona,2013,48,1.3855,284,63,20498
Arkansas,2013,48,2.90023,75,16,2586
California,2013,48,2.59558,702,138,27046
Colorado,2013,48,0.725176,127,11,17513
Connecticut,2013,48,0.893471,13,17,1455
Delaware,2013,48,1.12896,26,12,2303
District of Columbia,2013,48,9.6956,86,3,887
Florida,2013,48,X,X,X,X
Georgia,2013,48,2.73349,691,39,25279
Hawaii,2013,48,1.74064,20,17,1149
Idaho,2013,48,0.942549,21,9,2228
Illinois,2013,48,2.33875,1012,103,43271
Indiana,2013,48,1.52973,97,40,6341
Iowa,2013,48,0.192567,50,21,25965
Kansas,2013,48,1.19681,63,34,5264
Kentucky,2013,48,0.156519,30,15,19167
Louisiana,2013,48,3.94011,1250,62,31725
Maine,2013,48,1.23086,41,31,3331
Maryland,2013,48,1.31439,99,23,7532
Massachusetts,2013,48,1.04882,226,58,21548
Michigan,2013,48,2.41871,241,46,9964
Minnesota,2013,48,1.08668,43,17,3957
Mississippi,2013,48,5.77082,907,42,15717
Missouri,2013,48,1.6266,90,21,5533
Montana,2013,48,0.169683,3,8,1768
Nebraska,2013,48,0.900424,17,16,1888
Nevada,2013,48,1.54363,216,43,13993
New Hampshire,2013,48,0.157679,5,29,3171
New Jersey,2013,48,2.30253,144,26,6254
New Mexico,2013,48,2.35611,201,28,8531
New York,2013,48,0.990182,118,157,11917
North Carolina,2013,48,1.45934,145,53,9936
North Dakota,2013,48,0.658288,11,12,1671
Ohio,2013,48,0.97723,103,48,10540
Oklahoma,2013,48,2.54652,78,20,3063
Oregon,2013,48,0.324675,8,18,2464
Pennsylvania,2013,48,1.01918,85,45,8340
Rhode Island,2013,48,0.238493,10,20,4193
South Carolina,2013,48,1.02503,43,15,4195
South Dakota,2013,48,1.37978,61,24,4421
Tennessee,2013,48,1.14943,69,53,6003
Texas,2013,48,5.07503,1576,121,31054
Utah,2013,48,1.84716,671,43,36326
Vermont,2013,48,1.79453,40,10,2229
Virginia,2013,48,1.91655,1191,107,62143
Washington,2013,48,0.858586,34,17,3960
West Virginia,2013,48,1.15874,113,44,9752
Wisconsin,2013,48,1.11873,31,32,2771
Wyoming,2013,48,0.511447,21,22,4106
Puerto Rico,2013,48,3.62319,25,1,690
Virgin Islands,2013,48,3.60111,13,1,361
New York City,2013,48,2.41456,1976,73,81837
Alabama,2013,49,5.90269,939,32,15908
Alaska,2013,49,0.589181,11,9,1867
Arizona,2013,49,1.35737,378,63,27848
Arkansas,2013,49,2.79739,103,17,3682
California,2013,49,2.32553,970,139,41711
Colorado,2013,49,1.3374,276,10,20637
Connecticut,2013,49,0.933998,30,15,3212
Delaware,2013,49,1.29994,41,12,3154
District of Columbia,2013,49,11.0972,177,3,1595
Florida,2013,49,X,X,X,X
Georgia,2013,49,2.75498,913,38,33140
Hawaii,2013,49,2.10035,36,18,1714
Idaho,2013,49,0.575153,15,9,2608
Illinois,2013,49,2.38091,1371,103,57583
Indiana,2013,49,1.27785,117,39,9156
Iowa,2013,49,0.236046,82,21,34739
Kansas,2013,49,1.33824,91,34,6800
Kentucky,2013,49,0.601551,114,16,18951
Louisiana,2013,49,4.19149,1527,63,36431
Maine,2013,49,0.788412,43,32,5454
Maryland,2013,49,1.10348,127,22,11509
Massachusetts,2013,49,0.840584,256,58,30455
Michigan,2013,49,2.14276,308,50,14374
Minnesota,2013,49,1.17106,56,19,4782
Mississippi,2013,49,6.0416,1127,43,18654
Missouri,2013,49,1.90597,150,24,7870
Montana,2013,49,0.473244,13,8,2747
Nebraska,2013,49,0.712946,19,16,2665
Nevada,2013,49,1.39576,237,41,16980
New Hampshire,2013,49,0.107852,5,26,4636
New Jersey,2013,49,1.99525,227,27,11377
New Mexico,2013,49,2.31555,220,27,9501
New York,2013,49,0.958767,173,158,18044
North Carolina,2013,49,1.23108,218,54,17708
North Dakota,2013,49,0.349162,5,11,1432
Ohio,2013,49,0.776099,113,46,14560
Oklahoma,2013,49,4.32297,121,16,2799
Oregon,2013,49,0.746714,25,18,3348
Pennsylvania,2013,49,1.0175,164,51,16118
Rhode Island,2013,49,0.348819,22,20,6307
South Carolina,2013,49,1.80626,124,16,6865
South Dakota,2013,49,1.16938,66,24,5644
Tennessee,2013,49,1.74569,176,51,10082
Texas,2013,49,5.62401,2492,122,44310
Utah,2013,49,2.79971,461,43,16466
Vermont,2013,49,2.4369,84,11,3447
Virginia,2013,49,1.98556,1449,107,72977
Washington,2013,49,0.625286,41,16,6557
West Virginia,2013,49,1.02495,136,45,13269
Wisconsin,2013,49,1.02852,44,33,4278
Wyoming,2013,49,0.721955,39,23,5402
Puerto Rico,2013,49,4.12371,28,1,679
Virgin Islands,2013,49,2.41935,9,1,372
New York City,2013,49,2.56005,2541,76,99256
Alabama,2013,50,6.3419,854,30,13466
Alaska,2013,50,1.38122,25,9,1810
Arizona,2013,50,1.34871,366,63,27137
Arkansas,2013,50,1.83861,72,17,3916
California,2013,50,2.77058,1080,141,38981
Colorado,2013,50,1.47079,316,11,21485
Connecticut,2013,50,1.2318,22,15,1786
Delaware,2013,50,1.08902,23,11,2112
District of Columbia,2013,50,9.10415,125,3,1373
Florida,2013,50,X,X,X,X
Georgia,2013,50,2.71505,868,39,31970
Hawaii,2013,50,2.86248,46,17,1607
Idaho,2013,50,1.0514,27,9,2568
Illinois,2013,50,2.78107,1337,102,48075
Indiana,2013,50,1.69102,147,38,8693
Iowa,2013,50,0.269823,88,21,32614
Kansas,2013,50,1.70002,113,33,6647
Kentucky,2013,50,0.486114,101,16,20777
Louisiana,2013,50,5.18179,1830,63,35316
Maine,2013,50,0.913242,50,32,5475
Maryland,2013,50,1.13908,105,24,9218
Massachusetts,2013,50,1.24387,360,56,28942
Michigan,2013,50,1.881,288,51,15311
Minnesota,2013,50,0.904621,46,17,5085
Mississippi,2013,50,6.21812,1085,42,17449
Missouri,2013,50,2.27721,173,25,7597
Montana,2013,50,0.452117,11,8,2433
Nebraska,2013,50,0.899743,21,15,2334
Nevada,2013,50,1.64318,281,42,17101
New Hampshire,2013,50,0.172117,7,22,4067
New Jersey,2013,50,1.32384,119,25,8989
New Mexico,2013,50,2.68017,270,27,10074
New York,2013,50,1.03744,174,159,16772
North Carolina,2013,50,1.47999,199,54,13446
North Dakota,2013,50,1.22468,26,13,2123
Ohio,2013,50,0.817694,122,49,14920
Oklahoma,2013,50,4.06279,176,22,4332
Oregon,2013,50,0.898204,30,18,3340
Pennsylvania,2013,50,1.20732,157,49,13004
Rhode Island,2013,50,0.228833,14,20,6118
South Carolina,2013,50,1.55164,96,15,6187
South Dakota,2013,50,1.06713,62,24,5810
Tennessee,2013,50,1.72207,172,53,9988
Texas,2013,50,6.56142,2797,121,42628
Utah,2013,50,2.66735,518,42,19420
Vermont,2013,50,1.88046,56,10,2978
Virginia,2013,50,2.18044,1460,110,66959
Washington,2013,50,0.740157,47,16,6350
West Virginia,2013,50,0.926539,126,47,13599
Wisconsin,2013,50,1.69048,71,33,4200
Wyoming,2013,50,0.748734,34,21,4541
Puerto Rico,2013,50,3.14961,20,1,635
Virgin Islands,2013,50,1.28866,5,1,388
New York City,2013,50,2.6628,2377,71,89267
Alabama,2013,51,7.01148,892,30,12722
Alaska,2013,51,3.22917,62,9,1920
Arizona,2013,51,1.81399,496,63,27343
Arkansas,2013,51,3.5453,126,17,3554
California,2013,51,3.1557,1137,137,36030
Colorado,2013,51,1.9853,443,11,22314
Connecticut,2013,51,1.33091,22,16,1653
Delaware,2013,51,1.78201,43,11,2413
District of Columbia,2013,51,10.6426,159,3,1494
Florida,2013,51,X,X,X,X
Georgia,2013,51,4.04705,1218,41,30096
Hawaii,2013,51,3.265,43,16,1317
Idaho,2013,51,2.84536,69,9,2425
Illinois,2013,51,3.00035,1627,101,54227
Indiana,2013,51,2.95226,235,39,7960
Iowa,2013,51,0.414649,131,22,31593
Kansas,2013,51,2.76878,171,31,6176
Kentucky,2013,51,0.744744,164,16,22021
Louisiana,2013,51,4.19062,1378,59,32883
Maine,2013,51,1.00865,49,31,4858
Maryland,2013,51,0.86881,90,21,10359
Massachusetts,2013,51,1.3106,359,53,27392
Michigan,2013,51,2.44917,371,52,15148
Minnesota,2013,51,2.01371,94,17,4668
Mississippi,2013,51,7.28649,1203,40,16510
Missouri,2013,51,4.55016,308,25,6769
Montana,2013,51,0.834028,10,6,1199
Nebraska,2013,51,1.17925,30,16,2544
Nevada,2013,51,2.48553,451,42,18145
New Hampshire,2013,51,0.101807,4,27,3929
New Jersey,2013,51,1.95949,178,26,9084
New Mexico,2013,51,3.68157,382,26,10376
New York,2013,51,1.35515,193,145,14242
North Carolina,2013,51,2.09329,276,52,13185
North Dakota,2013,51,2.10657,34,8,1614
Ohio,2013,51,0.948992,136,49,14331
Oklahoma,2013,51,4.68674,193,19,4118
Oregon,2013,51,1.76152,39,17,2214
Pennsylvania,2013,51,1.83724,177,46,9634
Rhode Island,2013,51,0.176678,10,20,5660
South Carolina,2013,51,2.69722,133,15,4931
South Dakota,2013,51,1.51089,86,23,5692
Tennessee,2013,51,3.19221,282,52,8834
Texas,2013,51,10.0139,4616,118,46096
Utah,2013,51,2.74928,1104,41,40156
Vermont,2013,51,3.07294,83,10,2701
Virginia,2013,51,2.61354,1884,110,72086
Washington,2013,51,0.871776,48,16,5506
West Virginia,2013,51,1.24187,168,44,13528
Wisconsin,2013,51,1.31054,46,32,3510
Wyoming,2013,51,1.08108,54,23,4995
Puerto Rico,2013,51,4.10959,27,1,657
Virgin Islands,2013,51,3.18841,11,1,345
New York City,2013,51,2.87206,2679,73,93278
Alabama,2013,52,7.46047,755,28,10120
Alaska,2013,52,5.30883,104,8,1959
Arizona,2013,52,1.90977,381,62,19950
Arkansas,2013,52,7.82313,161,17,2058
California,2013,52,5.10491,1107,130,21685
Colorado,2013,52,2.89192,468,11,16183
Connecticut,2013,52,1.43035,23,18,1608
Delaware,2013,52,3.23232,32,5,990
District of Columbia,2013,52,13.7076,105,3,766
Florida,2013,52,X,X,X,X
Georgia,2013,52,5.37386,1165,40,21679
Hawaii,2013,52,2.06044,15,15,728
Idaho,2013,52,6.89223,165,10,2394
Illinois,2013,52,4.50831,1920,102,42588
Indiana,2013,52,5.72125,305,39,5331
Iowa,2013,52,0.4914,104,21,21164
Kansas,2013,52,5.97403,276,34,4620
Kentucky,2013,52,1.56378,229,16,14644
Louisiana,2013,52,8.66634,3034,59,35009
Maine,2013,52,1.11067,28,31,2521
Maryland,2013,52,2.89608,153,22,5283
Massachusetts,2013,52,1.87773,340,58,18107
Michigan,2013,52,3.35632,292,52,8700
Minnesota,2013,52,3.51852,95,17,2700
Mississippi,2013,52,7.97735,1141,39,14303
Missouri,2013,52,6.69931,342,23,5105
Montana,2013,52,4.81586,34,6,706
Nebraska,2013,52,1.56863,24,15,1530
Nevada,2013,52,4.12023,658,43,15970
New Hampshire,2013,52,0.512164,12,27,2343
New Jersey,2013,52,2.32845,189,27,8117
New Mexico,2013,52,5.3554,440,27,8216
New York,2013,52,2.99457,259,152,8649
North Carolina,2013,52,4.54545,300,51,6600
North Dakota,2013,52,3.81992,56,11,1466
Ohio,2013,52,1.90456,182,48,9556
Oklahoma,2013,52,7.26619,202,20,2780
Oregon,2013,52,4.26703,62,18,1453
Pennsylvania,2013,52,3.10234,231,45,7446
Rhode Island,2013,52,0.41841,12,20,2868
South Carolina,2013,52,2.86885,105,15,3660
South Dakota,2013,52,2.21993,86,24,3874
Tennessee,2013,52,7.30007,335,50,4589
Texas,2013,52,11.0449,3594,119,32540
Utah,2013,52,5.39844,985,41,18246
Vermont,2013,52,4.66445,98,10,2101
Virginia,2013,52,3.4295,2532,112,73830
Washington,2013,52,2.24373,51,16,2273
West Virginia,2013,52,1.9583,201,46,10264
Wisconsin,2013,52,3.02158,42,33,1390
Wyoming,2013,52,1.88179,71,23,3773
Puerto Rico,2013,52,0,0,0,0
Virgin Islands,2013,52,1.83246,7,1,382
New York City,2013,52,3.51214,2979,68,84820
Alabama,2014,1,6.91366,808,29,11687
Alaska,2014,1,3.92749,78,6,1986
Arizona,2014,1,2.11664,470,62,22205
Arkansas,2014,1,8.09035,197,17,2435
California,2014,1,5.1101,1397,137,27338
Colorado,2014,1,2.83499,512,9,18060
Connecticut,2014,1,1.39241,11,12,790
Delaware,2014,1,1.84014,32,11,1739
District of Columbia,2014,1,16.3476,111,3,679
Florida,2014,1,X,X,X,X
Georgia,2014,1,3.58021,961,41,26842
Hawaii,2014,1,2.95858,25,15,845
Idaho,2014,1,8.42142,239,10,2838
Illinois,2014,1,4.44242,1995,101,44908
Indiana,2014,1,4.01657,223,39,5552
Iowa,2014,1,0.536949,139,21,25887
Kansas,2014,1,5.3431,299,32,5596
Kentucky,2014,1,1.92635,373,17,19363
Louisiana,2014,1,8.01288,3234,61,40360
Maine,2014,1,1.12263,39,32,3474
Maryland,2014,1,3.02808,206,22,6803
Massachusetts,2014,1,1.93805,326,57,16821
Michigan,2014,1,3.56317,370,51,10384
Minnesota,2014,1,3.34739,127,20,3794
Mississippi,2014,1,7.49913,1296,42,17282
Missouri,2014,1,5.92605,351,25,5923
Montana,2014,1,2.97143,52,7,1750
Nebraska,2014,1,1.87768,35,15,1864
Nevada,2014,1,3.68822,644,43,17461
New Hampshire,2014,1,0.384212,11,27,2863
New Jersey,2014,1,3.74359,219,26,5850
New Mexico,2014,1,6.53901,642,27,9818
New York,2014,1,2.97304,258,152,8678
North Carolina,2014,1,3.91786,414,54,10567
North Dakota,2014,1,2.71769,49,11,1803
Ohio,2014,1,2.31029,239,48,10345
Oklahoma,2014,1,6.62417,239,21,3608
Oregon,2014,1,5.00275,91,17,1819
Pennsylvania,2014,1,3.24514,222,47,6841
Rhode Island,2014,1,0.77415,23,20,2971
South Carolina,2014,1,2.62621,103,15,3922
South Dakota,2014,1,2.19493,109,24,4966
Tennessee,2014,1,6.56244,361,53,5501
Texas,2014,1,9.17567,3415,121,37218
Utah,2014,1,3.5726,656,42,18362
Vermont,2014,1,4.38635,99,10,2257
Virginia,2014,1,3.88364,3040,112,78277
Washington,2014,1,2.40189,71,16,2956
West Virginia,2014,1,3.02139,370,45,12246
Wisconsin,2014,1,2.05023,40,31,1951
Wyoming,2014,1,2.4724,103,24,4166
Puerto Rico,2014,1,3.00429,21,1,699
Virgin Islands,2014,1,2.17391,8,1,368
New York City,2014,1,3.54888,2850,68,80307
Alabama,2014,2,5.12425,598,29,11670
Alaska,2014,2,3.4096,76,8,2229
Arizona,2014,2,1.98886,575,61,28911
Arkansas,2014,2,6.71369,257,18,3828
California,2014,2,4.61744,1866,138,40412
Colorado,2014,2,2.41081,571,10,23685
Connecticut,2014,2,1.40479,27,18,1922
Delaware,2014,2,2.02367,53,11,2619
District of Columbia,2014,2,13.3748,172,3,1286
Florida,2014,2,X,X,X,X
Georgia,2014,2,2.28367,735,44,32185
Hawaii,2014,2,3.61589,61,16,1687
Idaho,2014,2,6.52052,232,10,3558
Illinois,2014,2,3.44904,1716,107,49753
Indiana,2014,2,3.49933,208,39,5944
Iowa,2014,2,0.572124,174,21,30413
Kansas,2014,2,4.56558,299,33,6549
Kentucky,2014,2,1.74694,325,16,18604
Louisiana,2014,2,7.07513,2246,57,31745
Maine,2014,2,1.12581,57,31,5063
Maryland,2014,2,1.78191,209,24,11729
Massachusetts,2014,2,1.33203,396,57,29729
Michigan,2014,2,3.15222,427,57,13546
Minnesota,2014,2,2.51268,109,20,4338
Mississippi,2014,2,6.17894,1076,44,17414
Missouri,2014,2,3.97493,260,24,6541
Montana,2014,2,1.69348,40,7,2362
Nebraska,2014,2,1.77795,45,15,2531
Nevada,2014,2,3.22084,627,44,19467
New Hampshire,2014,2,0.826887,31,26,3749
New Jersey,2014,2,3.19855,318,25,9942
New Mexico,2014,2,5.8621,664,28,11327
New York,2014,2,1.99698,278,153,13921
North Carolina,2014,2,2.47585,364,52,14702
North Dakota,2014,2,2.66344,44,11,1652
Ohio,2014,2,1.83799,243,50,13221
Oklahoma,2014,2,6.94503,331,19,4766
Oregon,2014,2,3.47976,141,18,4052
Pennsylvania,2014,2,2.83613,243,45,8568
Rhode Island,2014,2,1.10585,56,20,5064
South Carolina,2014,2,2.16539,116,16,5357
South Dakota,2014,2,2.27707,131,24,5753
Tennessee,2014,2,5.68428,525,52,9236
Texas,2014,2,7.02738,3160,122,44967
Utah,2014,2,3.29272,673,45,20439
Vermont,2014,2,4.19244,122,10,2910
Virginia,2014,2,4.06224,3099,112,76288
Washington,2014,2,2.57345,127,15,4935
West Virginia,2014,2,3.49505,505,47,14449
Wisconsin,2014,2,2.11346,57,33,2697
Wyoming,2014,2,2.19116,116,23,5294
Puerto Rico,2014,2,3.48837,24,1,688
Virgin Islands,2014,2,3.49462,13,1,372
New York City,2014,2,2.93798,2783,70,94725
Alabama,2014,3,4.12286,451,27,10939
Alaska,2014,3,2.49351,48,8,1925
Arizona,2014,3,2.8169,844,61,29962
Arkansas,2014,3,6.18,309,16,5000
California,2014,3,4.57287,1903,140,41615
Colorado,2014,3,2.02414,488,11,24109
Connecticut,2014,3,1.56156,26,14,1665
Delaware,2014,3,2.40964,64,11,2656
District of Columbia,2014,3,8.77411,141,3,1607
Florida,2014,3,X,X,X,X
Georgia,2014,3,2.00119,637,42,31831
Hawaii,2014,3,3.38421,51,17,1507
Idaho,2014,3,4.17802,138,10,3303
Illinois,2014,3,2.99557,1712,103,57151
Indiana,2014,3,2.98864,263,39,8800
Iowa,2014,3,0.646956,214,21,33078
Kansas,2014,3,5.70495,384,33,6731
Kentucky,2014,3,1.60158,349,19,21791
Louisiana,2014,3,6.03897,1962,55,32489
Maine,2014,3,1.28159,71,32,5540
Maryland,2014,3,2.257,261,23,11564
Massachusetts,2014,3,1.82443,547,56,29982
Michigan,2014,3,2.44761,424,55,17323
Minnesota,2014,3,3.1093,130,18,4181
Mississippi,2014,3,5.18229,914,45,17637
Missouri,2014,3,3.3622,264,25,7852
Montana,2014,3,1.01585,25,8,2461
Nebraska,2014,3,1.97794,52,14,2629
Nevada,2014,3,2.63852,500,44,18950
New Hampshire,2014,3,0.977278,40,26,4093
New Jersey,2014,3,3.25342,323,26,9928
New Mexico,2014,3,5.23758,625,28,11933
New York,2014,3,2.80846,450,153,16023
North Carolina,2014,3,3.21006,592,56,18442
North Dakota,2014,3,2.56917,52,12,2024
Ohio,2014,3,1.69376,298,53,17594
Oklahoma,2014,3,7.63397,302,19,3956
Oregon,2014,3,3.30138,124,18,3756
Pennsylvania,2014,3,2.71894,335,47,12321
Rhode Island,2014,3,1.66634,84,20,5041
South Carolina,2014,3,1.14888,72,16,6267
South Dakota,2014,3,1.72071,104,24,6044
Tennessee,2014,3,5.08926,573,51,11259
Texas,2014,3,5.47173,2495,120,45598
Utah,2014,3,3.12789,575,42,18383
Vermont,2014,3,3.0185,93,10,3081
Virginia,2014,3,4.6483,3513,112,75576
Washington,2014,3,2.15034,117,15,5441
West Virginia,2014,3,4.12063,593,44,14391
Wisconsin,2014,3,2.14545,59,32,2750
Wyoming,2014,3,2.62159,145,23,5531
Puerto Rico,2014,3,3.31325,22,1,664
Virgin Islands,2014,3,1.5674,5,1,319
New York City,2014,3,3.1625,3062,69,96822
Alabama,2014,4,4.90589,576,29,11741
Alaska,2014,4,1.85097,39,9,2107
Arizona,2014,4,3.20993,874,60,27228
Arkansas,2014,4,6.45527,285,15,4415
California,2014,4,5.04872,2005,138,39713
Colorado,2014,4,1.79752,424,11,23588
Connecticut,2014,4,2.11538,66,14,3120
Delaware,2014,4,3.70828,60,11,1618
District of Columbia,2014,4,9.20716,108,3,1173
Florida,2014,4,X,X,X,X
Georgia,2014,4,1.84772,472,39,25545
Hawaii,2014,4,5.30303,70,16,1320
Idaho,2014,4,2.90499,85,10,2926
Illinois,2014,4,2.81371,1538,109,54661
Indiana,2014,4,3.38857,274,39,8086
Iowa,2014,4,0.573543,186,21,32430
Kansas,2014,4,5.28142,350,33,6627
Kentucky,2014,4,1.36875,235,19,17169
Louisiana,2014,4,4.90335,1456,57,29694
Maine,2014,4,1.80248,96,32,5326
Maryland,2014,4,2.07697,170,24,8185
Massachusetts,2014,4,1.74202,445,56,25545
Michigan,2014,4,2.5653,383,54,14930
Minnesota,2014,4,3.26496,156,20,4778
Mississippi,2014,4,4.99943,873,44,17462
Missouri,2014,4,3.19497,244,25,7637
Montana,2014,4,0.635497,14,8,2203
Nebraska,2014,4,2.49233,65,15,2608
Nevada,2014,4,2.09538,384,44,18326
New Hampshire,2014,4,1.08745,48,27,4414
New Jersey,2014,4,2.56233,185,25,7220
New Mexico,2014,4,4.58028,532,29,11615
New York,2014,4,2.91725,459,154,15734
North Carolina,2014,4,3.13997,498,56,15860
North Dakota,2014,4,2.42769,47,11,1936
Ohio,2014,4,1.83346,264,49,14399
Oklahoma,2014,4,7.53382,362,22,4805
Oregon,2014,4,2.36039,82,18,3474
Pennsylvania,2014,4,3.07744,366,48,11893
Rhode Island,2014,4,0.939137,52,20,5537
South Carolina,2014,4,1.40867,89,16,6318
South Dakota,2014,4,1.90963,112,24,5865
Tennessee,2014,4,4.22368,392,53,9281
Texas,2014,4,4.97024,2046,117,41165
Utah,2014,4,3.05851,529,44,17296
Vermont,2014,4,5.33255,182,11,3413
Virginia,2014,4,4.37013,3127,112,71554
Washington,2014,4,2.37034,117,16,4936
West Virginia,2014,4,4.54972,533,46,11715
Wisconsin,2014,4,2.62035,86,33,3282
Wyoming,2014,4,2.36266,123,22,5206
Puerto Rico,2014,4,3.84615,25,1,650
Virgin Islands,2014,4,0.566572,2,1,353
New York City,2014,4,3.09483,2651,72,85659
Alabama,2014,5,4.19172,467,29,11141
Alaska,2014,5,1.86667,42,8,2250
Arizona,2014,5,2.92286,906,61,30997
Arkansas,2014,5,7.05495,321,15,4550
California,2014,5,4.28707,1813,131,42290
Colorado,2014,5,1.65351,377,10,22800
Connecticut,2014,5,3.24649,162,19,4990
Delaware,2014,5,2.48214,66,11,2659
District of Columbia,2014,5,8.93569,157,3,1757
Florida,2014,5,X,X,X,X
Georgia,2014,5,1.8826,457,37,24275
Hawaii,2014,5,4.99376,80,16,1602
Idaho,2014,5,2.59782,81,8,3118
